TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
7:01 AM,73.9,72.0,93,29.99,3.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-03 11:01:00<br />
7:09 AM,73.9,72.0,93,29.99,3.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-03 11:09:00<br />
7:39 AM,73.9,71.1,91,29.98,6.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-07-03 11:39:00<br />
7:51 AM,75.0,72.0,90,29.95,5.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-07-03 11:51:00<br />
8:51 AM,75.9,73.0,91,29.96,6.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-07-03 12:51:00<br />
9:51 AM,79.0,73.0,82,29.96,7.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-07-03 13:51:00<br />
10:51 AM,81.0,73.0,77,29.96,7.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-03 14:51:00<br />
11:10 AM,82.0,73.0,74,29.99,7.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-07-03 15:10:00<br />
11:51 AM,84.0,73.0,69,29.96,6.0,West,4.6,-,N/A,,Haze,260,2014-07-03 15:51:00<br />
12:43 PM,84.0,73.9,72,29.99,7.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-07-03 16:43:00<br />
12:51 PM,84.0,73.9,72,29.96,7.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-03 16:51:00<br />
1:38 PM,84.0,73.0,69,29.98,7.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-03 17:38:00<br />
1:51 PM,84.9,73.9,69,29.95,7.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2014-07-03 17:51:00<br />
2:51 PM,84.0,73.0,69,29.94,8.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-07-03 18:51:00<br />
3:51 PM,84.0,72.0,67,29.92,8.0,South,9.2,-,N/A,,Clear,170,2014-07-03 19:51:00<br />
4:51 PM,84.0,72.0,67,29.89,8.0,SSE,8.1,18.4,N/A,,Clear,160,2014-07-03 20:51:00<br />
5:51 PM,82.0,72.0,71,29.88,7.0,Variable,3.5,18.4,N/A,,Partly Cloudy,0,2014-07-03 21:51:00<br />
6:51 PM,81.0,72.0,74,29.88,7.0,Variable,5.8,-,N/A,,Clear,0,2014-07-03 22:51:00<br />
7:15 PM,79.0,73.9,84,29.93,1.5,North,-9999.0,-,0.00,Rain,Light Rain,0,2014-07-03 23:15:00<br />
7:21 PM,73.9,70.0,87,29.91,0.2,SW,8.1,25.3,0.24,Fog-Rain,Heavy Rain,230,2014-07-03 23:21:00<br />
7:24 PM,73.9,70.0,87,29.90,0.2,SE,6.9,25.3,0.36,Fog-Rain,Heavy Rain,140,2014-07-03 23:24:00<br />
7:33 PM,73.9,71.1,91,29.90,2.5,Calm,Calm,-,0.48,Rain,Light Rain,0,2014-07-03 23:33:00<br />
7:51 PM,73.9,72.0,93,29.90,2.5,West,5.8,-,0.48,,Scattered Clouds,260,2014-07-03 23:51:00<br />
8:02 PM,73.0,70.0,90,29.98,5.0,North,8.1,21.9,N/A,,Mostly Cloudy,350,2014-07-04 00:02:00<br />
8:13 PM,72.0,68.0,87,30.01,7.0,WNW,8.1,-,0.00,Rain,Light Rain,300,2014-07-04 00:13:00<br />
8:20 PM,71.1,68.0,90,30.03,6.0,Variable,5.8,21.9,0.00,Rain,Light Rain,0,2014-07-04 00:20:00<br />
8:24 PM,71.1,68.0,90,30.01,2.5,North,-9999.0,-,0.01,Rain,Rain,0,2014-07-04 00:24:00<br />
8:29 PM,71.1,68.0,90,30.01,0.8,NNW,8.1,21.9,0.04,Rain,Heavy Rain,340,2014-07-04 00:29:00<br />
8:36 PM,70.0,66.9,90,30.00,0.2,North,-9999.0,-,0.36,Fog-Rain,Heavy Rain,0,2014-07-04 00:36:00<br />
8:47 PM,69.8,66.2,88,30.05,0.5,West,9.2,17.3,0.69,Fog-Rain,Heavy Rain,280,2014-07-04 00:47:00<br />
8:51 PM,69.1,66.9,93,30.05,0.5,West,9.2,-,0.82,Fog-Rain,Heavy Rain,280,2014-07-04 00:51:00<br />
9:07 PM,70.0,68.0,93,30.02,1.0,Variable,4.6,-,0.42,Rain,Rain,0,2014-07-04 01:07:00<br />
9:13 PM,70.0,66.9,90,30.03,3.0,Variable,4.6,-,0.43,Rain,Light Rain,0,2014-07-04 01:13:00<br />
9:20 PM,70.0,66.9,90,30.02,7.0,Variable,5.8,-,0.43,Rain,Light Rain,0,2014-07-04 01:20:00<br />
9:51 PM,70.0,68.0,93,30.00,5.0,Calm,Calm,-,0.44,,Partly Cloudy,0,2014-07-04 01:51:00<br />
10:51 PM,70.0,68.0,93,29.99,5.0,SE,3.5,-,N/A,,Clear,130,2014-07-04 02:51:00<br />
11:51 PM,70.0,68.0,93,29.99,3.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-07-04 03:51:00<br />
12:51 AM,71.1,68.0,90,29.99,5.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-07-04 04:51:00<br />
1:51 AM,70.0,68.0,93,29.97,3.0,Variable,3.5,-,N/A,,Clear,0,2014-07-04 05:51:00<br />
2:33 AM,71.1,69.1,93,30.01,2.5,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-07-04 06:33:00<br />
2:42 AM,71.1,69.1,93,30.01,5.0,WNW,3.5,-,N/A,,Overcast,290,2014-07-04 06:42:00<br />
2:51 AM,71.1,69.1,93,29.97,4.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-04 06:51:00<br />
3:03 AM,71.1,69.1,93,30.00,4.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-07-04 07:03:00<br />
3:27 AM,71.1,69.1,93,30.00,2.5,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-04 07:27:00<br />
3:34 AM,71.1,69.1,93,30.00,3.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-04 07:34:00<br />
3:51 AM,71.1,69.1,93,29.97,4.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 07:51:00<br />
4:06 AM,71.1,69.1,93,30.00,3.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 08:06:00<br />
4:16 AM,71.1,69.1,93,30.00,2.5,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 08:16:00<br />
4:27 AM,71.1,69.1,93,30.00,3.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 08:27:00<br />
4:51 AM,71.1,69.1,93,29.98,3.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 08:51:00<br />
5:01 AM,71.1,69.1,93,30.01,2.5,Variable,3.5,-,N/A,,Overcast,0,2014-07-04 09:01:00<br />
5:16 AM,71.1,69.1,93,30.01,3.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 09:16:00<br />
5:26 AM,71.1,69.1,93,30.00,2.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 09:26:00<br />
5:46 AM,71.6,69.8,94,30.01,3.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 09:46:00<br />
5:51 AM,71.1,69.1,93,29.98,3.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-04 09:51:00<br />
6:09 AM,71.1,68.0,90,30.00,4.0,Variable,4.6,-,N/A,,Overcast,0,2014-07-04 10:09:00<br />
6:51 AM,71.1,68.0,90,29.97,7.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2014-07-04 10:51:00<br />
7:51 AM,71.1,68.0,90,29.98,9.0,Variable,6.9,-,N/A,,Mostly Cloudy,0,2014-07-04 11:51:00<br />
8:51 AM,70.0,64.0,81,29.99,10.0,Variable,5.8,-,N/A,,Overcast,0,2014-07-04 12:51:00<br />
9:51 AM,71.1,63.0,75,29.97,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-07-04 13:51:00<br />
10:51 AM,73.0,63.0,71,29.96,10.0,Variable,6.9,-,N/A,,Clear,0,2014-07-04 14:51:00<br />
11:51 AM,73.9,63.0,68,29.96,10.0,ENE,8.1,20.7,N/A,,Mostly Cloudy,60,2014-07-04 15:51:00<br />
12:06 PM,73.0,63.0,71,29.97,10.0,NE,10.4,19.6,N/A,,Mostly Cloudy,50,2014-07-04 16:06:00<br />
12:31 PM,73.0,63.0,71,29.97,10.0,NE,9.2,-,N/A,,Overcast,50,2014-07-04 16:31:00<br />
12:51 PM,72.0,61.0,68,29.95,10.0,NE,8.1,18.4,N/A,,Overcast,40,2014-07-04 16:51:00<br />
1:51 PM,66.9,63.0,87,29.93,7.0,North,9.2,-,0.04,Rain,Light Rain,360,2014-07-04 17:51:00<br />
2:35 PM,68.0,64.0,87,29.95,2.5,Variable,6.9,-,0.02,Rain,Light Rain,0,2014-07-04 18:35:00<br />
2:51 PM,66.9,64.0,90,29.92,2.0,Variable,4.6,18.4,0.05,Rain,Light Rain,0,2014-07-04 18:51:00<br />
3:22 PM,66.0,63.0,90,29.95,4.0,Variable,5.8,-,0.03,Rain,Light Rain,0,2014-07-04 19:22:00<br />
3:51 PM,66.9,63.0,87,29.93,7.0,NE,8.1,21.9,0.03,Rain,Light Rain,50,2014-07-04 19:51:00<br />
4:07 PM,66.0,62.1,87,29.95,8.0,North,8.1,17.3,0.00,,Overcast,10,2014-07-04 20:07:00<br />
4:51 PM,66.0,63.0,90,29.91,9.0,Variable,5.8,-,0.02,,Overcast,0,2014-07-04 20:51:00<br />
5:00 PM,66.0,62.1,87,29.93,10.0,North,-9999.0,-,N/A,,Overcast,0,2014-07-04 21:00:00<br />
5:51 PM,69.1,63.0,81,29.91,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-04 21:51:00<br />
6:51 PM,70.0,59.0,68,29.91,10.0,North,-9999.0,-,N/A,,Overcast,0,2014-07-04 22:51:00<br />
7:51 PM,71.1,54.0,55,29.93,10.0,Variable,5.8,-,N/A,,Overcast,0,2014-07-04 23:51:00<br />
8:51 PM,70.0,52.0,53,29.95,10.0,Variable,6.9,19.6,N/A,,Scattered Clouds,0,2014-07-05 00:51:00<br />
9:51 PM,69.1,52.0,54,29.98,10.0,WNW,8.1,-,N/A,,Clear,300,2014-07-05 01:51:00<br />
10:51 PM,68.0,52.0,56,29.99,10.0,WNW,9.2,19.6,N/A,,Clear,300,2014-07-05 02:51:00<br />
11:51 PM,66.9,50.0,54,30.01,10.0,Variable,6.9,21.9,N/A,,Clear,0,2014-07-05 03:51:00<br />
12:51 AM,66.9,48.9,52,30.02,10.0,WNW,11.5,21.9,N/A,,Clear,300,2014-07-05 04:51:00<br />
1:51 AM,66.0,48.0,52,30.03,10.0,Variable,6.9,19.6,N/A,,Clear,0,2014-07-05 05:51:00<br />
2:51 AM,64.9,48.0,54,30.03,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-05 06:51:00<br />
3:51 AM,64.9,48.0,54,30.05,10.0,WNW,6.9,-,N/A,,Clear,290,2014-07-05 07:51:00<br />
4:51 AM,64.0,48.0,56,30.06,10.0,West,8.1,-,N/A,,Clear,270,2014-07-05 08:51:00<br />
5:51 AM,64.0,48.0,56,30.07,10.0,Variable,6.9,-,N/A,,Clear,0,2014-07-05 09:51:00<br />
6:51 AM,64.0,48.9,58,30.11,10.0,WNW,8.1,-,N/A,,Clear,290,2014-07-05 10:51:00<br />
7:51 AM,64.9,50.0,58,30.13,10.0,West,5.8,-,N/A,,Clear,270,2014-07-05 11:51:00<br />
8:51 AM,66.9,50.0,54,30.14,10.0,WNW,9.2,-,N/A,,Clear,290,2014-07-05 12:51:00<br />
9:51 AM,70.0,51.1,51,30.14,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-05 13:51:00<br />
10:51 AM,73.0,46.9,39,30.14,10.0,WNW,8.1,20.7,N/A,,Clear,300,2014-07-05 14:51:00<br />
11:51 AM,75.0,48.0,38,30.15,10.0,NW,8.1,-,N/A,,Partly Cloudy,310,2014-07-05 15:51:00<br />
12:51 PM,77.0,48.9,37,30.14,10.0,West,11.5,17.3,N/A,,Partly Cloudy,280,2014-07-05 16:51:00<br />
1:51 PM,79.0,51.1,38,30.13,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-07-05 17:51:00<br />
2:51 PM,79.0,48.0,34,30.12,10.0,West,8.1,-,N/A,,Partly Cloudy,270,2014-07-05 18:51:00<br />
3:51 PM,80.1,48.9,34,30.12,10.0,Variable,5.8,16.1,N/A,,Clear,0,2014-07-05 19:51:00<br />
4:51 PM,80.1,48.0,32,30.11,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-05 20:51:00<br />
5:51 PM,80.1,48.0,32,30.09,10.0,WNW,10.4,16.1,N/A,,Clear,290,2014-07-05 21:51:00<br />
6:51 PM,80.1,48.0,32,30.09,10.0,West,9.2,-,N/A,,Clear,280,2014-07-05 22:51:00<br />
7:51 PM,79.0,46.9,32,30.09,10.0,WNW,9.2,-,N/A,,Clear,290,2014-07-05 23:51:00<br />
8:51 PM,75.9,48.0,37,30.09,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-06 00:51:00<br />
9:51 PM,75.9,48.9,38,30.10,10.0,West,4.6,-,N/A,,Clear,270,2014-07-06 01:51:00<br />
10:51 PM,75.0,51.1,43,30.10,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-06 02:51:00<br />
11:51 PM,73.0,52.0,48,30.11,10.0,West,3.5,-,N/A,,Clear,260,2014-07-06 03:51:00<br />
12:51 AM,72.0,52.0,49,30.10,10.0,West,3.5,-,N/A,,Clear,260,2014-07-06 04:51:00<br />
1:51 AM,71.1,52.0,51,30.09,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-06 05:51:00<br />
2:51 AM,70.0,52.0,53,30.09,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-06 06:51:00<br />
3:51 AM,69.1,51.1,53,30.07,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-06 07:51:00<br />
4:51 AM,68.0,51.1,55,30.07,10.0,West,6.9,-,N/A,,Clear,270,2014-07-06 08:51:00<br />
5:51 AM,66.9,51.1,57,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-06 09:51:00<br />
6:51 AM,66.9,52.0,59,30.10,10.0,West,3.5,-,N/A,,Clear,280,2014-07-06 10:51:00<br />
7:51 AM,69.1,52.0,54,30.10,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-06 11:51:00<br />
8:51 AM,72.0,53.1,51,30.09,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-06 12:51:00<br />
9:51 AM,75.0,53.1,46,30.08,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-06 13:51:00<br />
10:51 AM,78.1,53.1,42,30.07,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-06 14:51:00<br />
11:51 AM,82.0,52.0,35,30.04,10.0,West,6.9,-,N/A,,Clear,260,2014-07-06 15:51:00<br />
12:51 PM,82.9,51.1,33,30.02,10.0,Variable,5.8,18.4,N/A,,Clear,0,2014-07-06 16:51:00<br />
1:51 PM,84.2,55.4,37,30.02,10.0,SW,5.8,-,N/A,,Clear,230,2014-07-06 17:51:00<br />
2:51 PM,84.0,55.9,38,29.99,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-06 18:51:00<br />
3:51 PM,84.0,55.9,38,29.97,10.0,Variable,6.9,19.6,N/A,,Clear,0,2014-07-06 19:51:00<br />
4:51 PM,82.9,55.9,39,29.96,10.0,Variable,6.9,19.6,N/A,,Clear,0,2014-07-06 20:51:00<br />
5:51 PM,84.0,54.0,35,29.94,10.0,West,10.4,17.3,N/A,,Clear,270,2014-07-06 21:51:00<br />
6:51 PM,81.0,55.9,42,29.93,10.0,Variable,6.9,-,N/A,,Clear,0,2014-07-06 22:51:00<br />
7:51 PM,81.0,51.1,35,29.94,10.0,West,8.1,19.6,N/A,,Clear,260,2014-07-06 23:51:00<br />
8:51 PM,79.0,54.0,42,29.93,10.0,Variable,6.9,-,N/A,,Clear,0,2014-07-07 00:51:00<br />
9:51 PM,78.1,55.0,45,29.94,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-07 01:51:00<br />
10:51 PM,75.9,57.0,52,29.94,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-07 02:51:00<br />
11:51 PM,75.0,59.0,57,29.94,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-07 03:51:00<br />
12:51 AM,73.9,61.0,64,29.94,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-07 04:51:00<br />
1:51 AM,73.9,60.1,62,29.91,10.0,North,-9999.0,-,N/A,,Partly Cloudy,0,2014-07-07 05:51:00<br />
2:51 AM,73.0,60.1,64,29.90,10.0,WSW,10.4,18.4,N/A,,Overcast,240,2014-07-07 06:51:00<br />
3:51 AM,73.0,61.0,66,29.88,10.0,North,-9999.0,-,N/A,,Overcast,0,2014-07-07 07:51:00<br />
4:51 AM,73.0,61.0,66,29.88,10.0,Variable,3.5,-,N/A,,Overcast,0,2014-07-07 08:51:00<br />
5:51 AM,72.0,62.1,71,29.88,10.0,Variable,3.5,-,N/A,,Overcast,0,2014-07-07 09:51:00<br />
6:51 AM,73.0,62.1,68,29.88,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-07-07 10:51:00<br />
7:51 AM,73.0,63.0,71,29.88,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-07 11:51:00<br />
8:51 AM,75.9,64.0,67,29.87,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-07 12:51:00<br />
9:51 AM,79.0,63.0,58,29.85,9.0,Variable,3.5,-,N/A,,Clear,0,2014-07-07 13:51:00<br />
10:51 AM,81.0,64.0,56,29.84,9.0,Variable,4.6,-,N/A,,Clear,0,2014-07-07 14:51:00<br />
11:51 AM,84.9,66.0,53,29.83,9.0,West,6.9,-,N/A,,Clear,260,2014-07-07 15:51:00<br />
12:51 PM,87.1,64.9,48,29.81,9.0,Variable,6.9,-,N/A,,Partly Cloudy,0,2014-07-07 16:51:00<br />
